amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
5764.16,USD,UNHCR,2018,R03,Private Donors,C06
5742.14,USD,IMO,2013,R03,World Bank Group,2
5566,USD,UNHCR,2016,R12,Private Donors,2
5434,USD,UNHCR,2016,R12,Private Donors,2
5245,USD,UNEP,2018,R03,Private Donors,C06
5241.63,USD,UNIDO,2016,R09,European Union,2
5212.1,USD,UNICEF,2015,R12,Private Donors,2
5183.57,USD,UNICEF,2015,R12,Private Donors,2
5117,USD,UNHCR,2016,R12,Private Donors,2
5040,USD,UNEP,2018,R03,Private Donors,C06
5000,USD,UNHCR,2016,R12,Private Donors,2
4950,USD,UNEP,2018,R03,Private Donors,C06
4950,USD,UNEP,2018,R03,Private Donors,C06
4906.5,USD,UNHCR,2018,R02,Private Donors,C06
4869,USD,WFP,2017,R12,Private Donors,2
4869,USD,WFP,2017,R12,Private Donors,2
4797,USD,UNEP,2018,R03,Private Donors,C06
4671.51,USD,UNHCR,2018,R02,Private Donors,C06
4566.59,USD,UNHCR,2018,R03,Private Donors,C06
4361,USD,UNHCR,2016,R12,Private Donors,2
4286,USD,UNEP,2018,R03,Private Donors,C06
4180,USD,UNEP,2018,R03,Private Donors,C06
4154,USD,UNEP,2018,R03,Private Donors,C06
4150,USD,UNEP,2018,R03,Private Donors,C06
4079.82,USD,UNICEF,2016,R12,Private Donors,2
4030,USD,UNEP,2018,R03,Private Donors,C06
4000,USD,UNEP,2018,R03,Private Donors,C06
3950.99,USD,UNHCR,2018,R03,Private Donors,C06
3890,USD,UNEP,2018,R03,Private Donors,C06
3878,USD,UNEP,2018,R03,Private Donors,C06
3479,USD,UNHCR,2016,R12,Private Donors,2
3471.17,USD,UNHCR,2018,R03,Private Donors,C06
3385.13,USD,UNHCR,2018,R02,Private Donors,C06
3385,USD,UNEP,2018,R03,Private Donors,C06
3381.23,USD,UNIDO,2015,R09,European Union,2
3199,USD,UNHCR,2016,R12,Private Donors,2
2964,USD,UNHCR,2016,R12,Private Donors,2
2853.24,USD,UNHCR,2018,R03,Private Donors,C06
2821,USD,UNEP,2018,R03,Private Donors,C06
2746,USD,UNEP,2018,R03,Private Donors,C06
2693.63,USD,UNICEF,2015,R12,Private Donors,2
2570,USD,UNEP,2018,R03,Private Donors,C06
2540,USD,UNEP,2018,R03,Private Donors,C06
2450,USD,UNEP,2018,R03,Private Donors,C06
2450,USD,UNEP,2018,R03,Private Donors,C06
2450,USD,UNEP,2018,R03,Private Donors,C06
2308,USD,UNHCR,2016,R12,Private Donors,2
1986.7,USD,WFP,2018,R03,Private Donors,C05
1920,USD,UNEP,2018,R03,Private Donors,C06
1879.49,USD,WFP,2015,R08B,Private Donors,2
1790,USD,UNHCR,2016,R12,Private Donors,2
1789.71,USD,UNHCR,2018,R02,Private Donors,C06
1777.25,USD,UNHCR,2018,R03,Private Donors,C06
1700,USD,UNEP,2018,R03,Private Donors,C06
1680,USD,UNEP,2018,R03,Private Donors,C06
1315.58,USD,UNICEF,2015,R12,Private Donors,2
1275.92,USD,UNICEF,2016,R12,Private Donors,2
1061,USD,UNHCR,2016,R12,Private Donors,2
1000,USD,UNSSC,2018,R03,European Union,C08A
1000,USD,UNEP,2018,R03,Private Donors,C06
992,USD,UNDP,2016,R12,European Union,2
974,USD,UNHCR,2016,R12,Private Donors,2
874,USD,WFP,2016,R12,Private Donors,2
833.68,USD,UNHCR,2018,R02,Private Donors,C06
800,USD,UNEP,2018,R03,Private Donors,C06
745,USD,WFP,2016,R12,Private Donors,2
706.4,USD,UNICEF,2016,R12,Private Donors,2
700.78,USD,WFP,2015,R12,Private Donors,2
665.03,USD,UNICEF,2016,R12,Private Donors,2
600.74,USD,UNICEF,2015,R12,Private Donors,2
557.93,USD,UNHCR,2018,R02,Private Donors,C06
358.42,USD,ICC,2017,R12,Private Donors,2
358.42,USD,ICC,2017,R12,Private Donors,2
210,USD,UNHCR,2016,R12,Private Donors,2
154,USD,UNEP,2014,R01,United Nations Development Programme,2
139,USD,UNHCR,2016,R12,Private Donors,2
101,USD,UNHCR,2016,R12,Private Donors,2
92.47,USD,ICC,2018,R03,Private Donors,C06
56,USD,UNDP,2018,R03,Private Donors,C06
55,USD,UNHCR,2016,R12,Private Donors,2
50,USD,UN-OCHA,2018,R03,Private Donors,C06
33.39,USD,UNHCR,2018,R03,Private Donors,C06
18.07,USD,UNICEF,2015,R12,Private Donors,2
0.28,USD,UNFPA,2015,R11,World Bank Group,2
0,USD,UNEP,2016,R08,United Nations Development Programme,2
0,USD,WTO,2018,R01,European Union,C08A
-20,USD,UNDP,2015,R12,Gavi Alliance,2
-268.75,USD,UNEP,2018,R03,Private Donors,C06
-306,USD,UNEP,2016,R10,United Nations Development Programme,2
-342.86,USD,UN-DPPA,2018,R03,Multi Donor Trust Funds,C04D
-604.56,USD,UNEP,2018,R03,Private Donors,C02
-625.26,USD,UNDP,2018,R02,Private Donors,C06
-794,USD,UNDP,2018,R03,Global Environment Facility (thru UNDP or UNEP),C04B
-3300,USD,UNEP,2018,R03,Private Donors,C06
-3594,USD,UNDP,2018,R03,World Bank Group,C04A
-7500,USD,WFP,2018,R03,Private Donors,C02
-9958.08,USD,UNEP,2018,R03,Private Donors,C06
-10710.14,USD,UNITAR,2018,R03,European Union,C08A
-13438.97,USD,UNODC,2018,R03,Multi Donor Trust Funds,C04D
-14022.9,USD,UNIDO,2018,R03,European Union,C08A
-14856.13,USD,UNIDO,2015,R08,Multi Donor Trust Funds,2
-15000,USD,UNEP,2018,R03,Private Donors,C05
-21305.56,USD,UNICEF,2015,R12,Private Donors,2
-22728.38,USD,UNITAR,2018,R03,UN OCHA,C04C
-27962.96,USD,UNEP,2018,R03,Private Donors,C02
-28446,USD,UNU,2016,R10,United Nations Development Programme,2
-73450,USD,UNEP,2016,R08B,United Nations Development Programme,2
-96050,USD,UNEP,2018,R03,Private Donors,C06
-115150.38,USD,UN-ECLAC,2018,R03,European Union,C08A
-150164,USD,UNEP,2018,R03,Private Donors,C06
-166534,USD,UN,2016,R12,UN OCHA,2
-189319.96,USD,UN,2017,R12,UN OCHA,2
-189319.96,USD,UN,2017,R12,UN OCHA,2
-210870,USD,UN,2016,R09,European Union,2
-219491.8,USD,FAO,2018,R03,Private Donors,C06
-252747.28,USD,UNIDO,2018,R03,European Union,C08A
-259314,USD,UNICEF,2017,R10,UN OCHA,2
-259314,USD,UNICEF,2017,R10,UN OCHA,2
-261295.1,USD,UN-ECA,2018,R03,European Union,C08A
-345895,USD,WFP,2016,R12,Private Donors,2
-369607.41,USD,FAO,2016,R08,United Nations Development Programme,2
-376483.2,USD,WMO,2018,R03,European Union,C08A
-431413.18,USD,UNIDO,2016,R08,United Nations Development Programme,2
-538397.41,USD,UNICEF,2015,R12,Private Donors,2
-577312.76,USD,UNIDO,2016,R08B,Global Environment Facility (thru UNDP or UNEP),2
-904000,USD,UNEP,2018,R03,Private Donors,C06
-966253.86,USD,UNIDO,2018,R03,European Union,C08A
-1233169,USD,UNAIDS,2011,R03,Bill & Melinda Gates Foundation,2
-3837853,USD,UNDP,2015,R10,United Nations Development Programme,2
-4145644.25,USD,UNICEF,2015,R12,Private Donors,2
-12420520,USD,UNDP,2015,R12,United Nations Development Programme,2
-43636317.52,USD,UNICEF,2015,R12,Private Donors,2
-44440167.37,USD,UNICEF,2015,R12,Private Donors,2
-55154542.46,USD,UNICEF,2015,R12,Private Donors,2
683178291.7,USD,WFP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
478157571.8,USD,IOM,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
351607440.6,USD,UNICEF,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
248262608.8,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
202954213.8,USD,FAO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
162576364.1,USD,UNHCR,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
122562961.9,USD,UNRWA,2019,Voluntary core (un-earmarked) contributions,European Union,Other - European Commission
89189460,USD,WHO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
58130069.29,USD,UNWOMEN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
52731519,USD,WHO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
48328000,USD,UNODC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
47725000,USD,IFAD,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
43453196.36,USD,ILO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
37848227.04,USD,UNFPA,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
34348057,USD,UNESCO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
33434000,USD,ITC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
26297170,USD,UNWOMEN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
23982409.75,USD,UNIDO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
23042888.58,USD,UNCDF,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
22894888.96,USD,UNEP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
19652611.08,USD,UNRWA,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
17521749.14,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
16361432.77,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
14743276.93,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
12245574.42,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
11024031.25,USD,IAEA,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
7005295.04,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
6750208,USD,PAHO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
6255241.71,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
5210954.91,USD,UNFPA,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
4083963.41,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
3903106.28,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
3560650.86,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
2747179.99,USD,UNFCCC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
2296748.94,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
2165612.56,USD,OPCW,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
2107483.28,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
2058435,USD,CTBTO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
1962500.66,USD,IMO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
1471888.79,USD,WFP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
1379232.91,USD,UNEP,2019,Assessed contributions,European Union,Other - European Commission
1147397.39,USD,WFP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
945034.6,USD,ICC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
825504.57,USD,UNFCCC,2019,Assessed contributions,European Union,Other - European Commission
770271.96,USD,ICAO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
661730,USD,UNU,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
632459.64,USD,WTO,2019,Voluntary core (un-earmarked) contributions,European Union,Other - European Commission
346134.66,USD,UNEP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
103236.61,USD,ITLOS,2019,Assessed contributions,European Union,Other - European Commission
99000,USD,UNODC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
61782.92,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
50723.58,USD,ITU,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
39460.94,USD,IARC,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
29743.59,USD,WMO,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
22323.62,USD,UNICEF,2019,Voluntary core (un-earmarked) contributions,European Union,Other - European Commission
8133.1,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
306.67,USD,UN,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
23,USD,UN Tourism,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
-14382.06,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,European Union,Other - European Commission
200855959,USD,WHO,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
162001889.9,USD,UNICEF,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
148646782.9,USD,WFP,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
104931676.2,USD,UNICEF,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
77845725.74,USD,UNFPA,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
70102242.26,USD,FAO,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
60083577.02,USD,IOM,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
48553934.53,USD,UNHCR,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
47347214.41,USD,IOM,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
15929098.45,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
4623536.78,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
4374099.72,USD,UNRWA,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
3196136.03,USD,UNWOMEN,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
758000,USD,UNRWA,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN Inter-agency pooled funds
357502.89,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
341568.68,USD,UNSSC,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
149650,USD,UNAIDS,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
100000,USD,WFP,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
99994,USD,PAHO,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
45160.5,USD,ILO,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
13000,USD,UNFPA,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
-67717.62,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,UN OCHA,Multilateral - UN organizations excluding pooled funds
332468666.7,USD,UNICEF,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
111564500.6,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
107005149.5,USD,UNEP,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
74155754,USD,WHO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
41180813.84,USD,FAO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
38576513.53,USD,UNFPA,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
12859289,USD,UNESCO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
4934358.97,USD,WMO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
3711570.71,USD,ILO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
2512740.79,USD,IOM,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
686153.85,USD,WMO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
494169.34,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
430700,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
350000,USD,UNWOMEN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
270000,USD,WFP,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
192820.51,USD,WMO,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
145000,USD,ITC,2019,Voluntary core (un-earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
45254.46,USD,IARC,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
41977.02,USD,UNCDF,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
32444,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
27724.45,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
22218.5,USD,UNSSC,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
15000,USD,UN Tourism,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
3734.94,USD,UN Tourism,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
0,USD,UNEP,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
-459,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
-60761.68,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
-74609.72,USD,UN-HABITAT,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
-88000,USD,ITC,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
-162785.36,USD,UN,2019,Voluntary non-core (earmarked) contributions,World Bank Group,Multilateral - International Financial Institutions
566916514.7,USD,UNDP,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
31571125.85,USD,UNWOMEN,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
20307119.49,USD,UNCDF,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
15941867.1,USD,IOM,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
9347346.34,USD,ILO,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
3896555,USD,UN,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
3290609.13,USD,UN,2019,Voluntary non-core (earmarked) contributions,Multi Donor Trust Funds,Multilateral - UN Inter-agency pooled funds
